review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
Wwwerrr,5,2024-10-02,BOA,Google Play,negative,-0.8502515554428101,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,negative,-0.7850590348243713,Other
Great For Financial company,5,2024-09-30,BOA,Google Play,positive,0.9998703002929688,Other
Very easy to use,5,2024-09-30,BOA,Google Play,positive,0.9991422891616821,Other
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,negative,-0.9996880292892456,Crashes & Stability
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative,-0.998582124710083,UI & UX
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,positive,0.9998557567596436,UI & UX
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,negative,-0.9941336512565613,Other
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,negative,-0.9652978181838989,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,negative,-0.9994741082191467,Other
Amazing,5,2024-09-19,BOA,Google Play,positive,0.999875545501709,Other
Great app with great services,5,2024-09-19,BOA,Google Play,positive,0.9998226761817932,Other
Yes active user,5,2024-09-17,BOA,Google Play,positive,0.9983929991722107,Other
Shameful,1,2024-09-17,BOA,Google Play,negative,-0.998016357421875,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,neutral,-0.5611275434494019,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,negative,-0.9988893866539001,Transaction Performance
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,negative,-0.9993953704833984,Customer Support;Transaction Performance
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,negative,-0.8698039650917053,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,negative,-0.9997778534889221,UI & UX
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,negative,-0.9925205707550049,Other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,negative,-0.9993253946304321,Other
Bes and freindly app,5,2024-09-13,BOA,Google Play,negative,-0.9136511087417603,Other
It doesn't work.,1,2024-09-12,BOA,Google Play,negative,-0.9997761845588684,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative,-0.9997968077659607,Other
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,-0.9998114705085754,Other
Smart technology,5,2024-09-10,BOA,Google Play,positive,0.9998468160629272,Other
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,negative,-0.9501880407333374,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative,-0.9996864795684814,Other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,-0.9997275471687317,Transaction Performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,negative,-0.999210000038147,Crashes & Stability
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,negative,-0.9127689599990845,Crashes & Stability
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,negative,-0.9639249444007874,Other
Fast one,3,2024-09-04,BOA,Google Play,positive,0.9994491934776306,Other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,-0.9958102703094482,Other
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,negative,-0.8734644651412964,Other
It is ok,5,2024-09-01,BOA,Google Play,positive,0.9998496770858765,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,negative,-0.9987314343452454,Other
Apollo's,1,2024-08-29,BOA,Google Play,positive,0.9974138736724854,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,negative,-0.999792754650116,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,negative,-0.6654537916183472,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,negative,-0.999367892742157,Other
It is not work for my device,5,2024-08-27,BOA,Google Play,negative,-0.9997636675834656,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,-0.9990233182907104,Other
The worst app ever,1,2024-08-26,BOA,Google Play,negative,-0.9997934699058533,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,positive,0.8911886215209961,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,negative,-0.9855504035949707,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,-0.9988825917243958,Account Access Issues
ትርሃስ,5,2024-08-19,BOA,Google Play,negative,-0.6970565915107727,Other
Gio,4,2024-08-19,BOA,Google Play,positive,0.9969680905342102,Other
App isn't working,1,2024-08-18,BOA,Google Play,negative,-0.9995692372322083,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,negative,-0.982947051525116,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,-0.9996311664581299,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,negative,-0.9995014667510986,Customer Support
Horrible,1,2024-08-14,BOA,Google Play,negative,-0.9997841715812683,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,negative,-0.9995824694633484,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,positive,0.9998607635498047,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,negative,-0.9997915625572205,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,-0.9998080134391785,Transaction Performance
Wedi Tekle .,5,2024-08-11,BOA,Google Play,negative,-0.8421270847320557,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,-0.9997676014900208,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,negative,-0.9956488013267517,Other
Nice appp,5,2024-08-11,BOA,Google Play,positive,0.9997910857200623,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,negative,-0.952187716960907,Other
Gooood app my dear,5,2024-08-10,BOA,Google Play,negative,-0.9005938172340393,Other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,negative,-0.9410594701766968,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,-0.9998038411140442,Other
Gamebela,1,2024-08-08,BOA,Google Play,positive,0.8994184732437134,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,-0.9997444748878479,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,negative,-0.9987001419067383,Other
Good job,5,2024-08-07,BOA,Google Play,positive,0.999835729598999,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,-0.9998094439506531,Account Access Issues
Bad app .,1,2024-08-06,BOA,Google Play,negative,-0.9997915625572205,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,-0.9994394183158875,Other
Review,5,2024-08-06,BOA,Google Play,positive,0.9946893453598022,Other
Goood,4,2024-08-06,BOA,Google Play,negative,-0.9943867921829224,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,negative,-0.6970565915107727,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,negative,-0.99793541431427,Other
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,negative,-0.9997755885124207,Other
Very disappointing application. it's getting worst by the day. both Amole and their super app. Just abysmal. Very sad.,1,2025-10-31,Dashen,Google Play,negative,-0.9998226761817932,Other
"Banking made simple, smart, and safe.",5,2025-10-28,Dashen,Google Play,positive,0.9997703433036804,Other
It is the best of all i liked it i used it almost 2 years. As a idea i ask dashen bank system officier please make it self registerable app,5,2025-10-27,Dashen,Google Play,negative,-0.9920617341995239,Other
gngu,5,2025-10-21,Dashen,Google Play,negative,-0.9119518399238586,Other
"The app is very good , but it does not tell the account number to which transfer is made and the transfer reciever also does not know from whom the transaction was made.Moreover it requires frequent update within short period. Hence improve it accordingly.",4,2025-09-09,Dashen,Google Play,positive,0.9661493301391602,Transaction Performance;UI & UX
"The best app and easy to use. The only draw back, it has no password reset option without going to brach. Pls modify it.",3,2025-08-24,Dashen,Google Play,positive,0.9886998534202576,Account Access Issues
Please enable the app for sreen shoot,1,2025-08-19,Dashen,Google Play,positive,0.9716950058937073,Other
the best mobile banking app in Ethiopia,5,2025-07-19,Dashen,Google Play,positive,0.9997679591178894,Other
ግኡድ app,5,2025-07-17,Dashen,Google Play,positive,0.7097458839416504,Other
it's awesome application but there is no available card less système,5,2025-07-12,Dashen,Google Play,negative,-0.9828773140907288,Other
The app suddenly stops,1,2025-06-12,Dashen,Google Play,negative,-0.9990180730819702,Other
it is even super than super app,5,2025-06-12,Dashen,Google Play,positive,0.9946674108505249,Other
It would be more helpful if a/c no used for transfer are saved and usable for any future time transfers,4,2025-06-10,Dashen,Google Play,negative,-0.99860018491745,Customer Support;Transaction Performance
truly one step ahead,4,2025-06-09,Dashen,Google Play,positive,0.9998230338096619,Other
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen,Google Play,positive,0.9796091914176941,Other
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen,Google Play,negative,-0.9200406670570374,Other
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,Dashen,Google Play,negative,-0.9994826316833496,Account Access Issues;Crashes & Stability;Transaction Performance
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,Dashen,Google Play,positive,0.9982101917266846,Other
Amole is the digital mobile application what i prefer.,5,2025-05-15,Dashen,Google Play,positive,0.9839359521865845,Other
best mobile banking app👍,5,2025-05-10,Dashen,Google Play,positive,0.9994445443153381,Other
Complicated and fake app,1,2025-04-29,Dashen,Google Play,negative,-0.9995527863502502,Other
Its Good updation from Previous,3,2025-04-25,Dashen,Google Play,positive,0.9963968396186829,Other
yarid dima,5,2025-04-17,Dashen,Google Play,negative,-0.9857510328292847,Other
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,Dashen,Google Play,negative,-0.9995680451393127,Account Access Issues;UI & UX
dashin,3,2025-04-08,Dashen,Google Play,positive,0.999108612537384,Other
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,Dashen,Google Play,negative,-0.9996254444122314,Transaction Performance
everything is perfect,5,2025-03-29,Dashen,Google Play,positive,0.9998743534088135,Other
Dashin Bank#1,5,2025-03-20,Dashen,Google Play,positive,0.9960812926292419,Other
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,Dashen,Google Play,negative,-0.9997686743736267,Other
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,Dashen,Google Play,positive,0.9542816281318665,Other
I use this app so many times so i like it,5,2025-03-17,Dashen,Google Play,positive,0.9994094371795654,Other
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,Dashen,Google Play,negative,-0.9981628060340881,Transaction Performance
It's nice and simple to use app.,5,2025-03-17,Dashen,Google Play,positive,0.9998540878295898,Other
Just 👍,5,2025-03-15,Dashen,Google Play,negative,-0.7853996157646179,Other
Not god its,5,2025-03-14,Dashen,Google Play,negative,-0.9877737164497375,Other
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,Dashen,Google Play,negative,-0.9675478339195251,Customer Support
It doesn't work,1,2025-03-02,Dashen,Google Play,negative,-0.9997813105583191,Other
ምርጥ,5,2025-02-28,Dashen,Google Play,negative,-0.6970565915107727,Other
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,Dashen,Google Play,negative,-0.998185932636261,Other
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,Dashen,Google Play,negative,-0.9998088479042053,Transaction Performance
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,Dashen,Google Play,negative,-0.999530553817749,Other
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,Dashen,Google Play,negative,-0.8345469236373901,Other
Dashen bank ATM,5,2025-02-20,Dashen,Google Play,positive,0.7306436896324158,Other
Good Banking App,5,2025-02-17,Dashen,Google Play,positive,0.999841570854187,Other
stay hamble,5,2025-02-14,Dashen,Google Play,positive,0.9980903267860413,Other
ይሄ አሪፍ,2,2025-02-12,Dashen,Google Play,negative,-0.7850590348243713,Other
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,Dashen,Google Play,positive,0.7858696579933167,Other
Very slow and it seems it needs update everytime,1,2025-02-12,Dashen,Google Play,negative,-0.9995964169502258,Transaction Performance
Open app amole dashin,5,2025-02-10,Dashen,Google Play,positive,0.984882652759552,Other
Akiliua,5,2025-02-10,Dashen,Google Play,positive,0.9098019599914551,Other
Perfiekt,5,2025-02-10,Dashen,Google Play,negative,-0.8356530666351318,Other
Help,5,2025-02-08,Dashen,Google Play,positive,0.9892712831497192,Customer Support
A very fast mobile banking app,5,2025-02-07,Dashen,Google Play,positive,0.9989713430404663,Other
It's nice and easy to use,5,2025-02-07,Dashen,Google Play,positive,0.999874472618103,Other
Nice app,5,2025-02-07,Dashen,Google Play,positive,0.9998061060905457,Other
Good app i used it always,5,2025-02-07,Dashen,Google Play,positive,0.9998261332511902,Other
It is very very slow pls update,2,2025-02-06,Dashen,Google Play,negative,-0.9995800852775574,Transaction Performance
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,Dashen,Google Play,negative,-0.9997690320014954,Transaction Performance
Good app Amole Wonderful,5,2025-02-01,Dashen,Google Play,positive,0.9998674392700195,Other
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,Dashen,Google Play,negative,-0.9994195699691772,Other
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play,negative,-0.995299220085144,UI & UX
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play,positive,0.9921646118164062,Other
WOW that's awesome,5,2025-01-27,Dashen,Google Play,positive,0.9998595714569092,Other
I cant choose select an account,1,2025-01-26,Dashen,Google Play,negative,-0.9820990562438965,Other
Good👍,5,2025-01-22,Dashen,Google Play,negative,-0.6970565915107727,Other
we needs modification at all !,1,2025-01-14,Dashen,Google Play,negative,-0.9979633092880249,Other
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play,negative,-0.9997218251228333,Other
Generic error how tofix,4,2025-01-06,Dashen,Google Play,negative,-0.9997232556343079,Crashes & Stability
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play,positive,0.99983811378479,UI & UX
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play,negative,-0.9997192025184631,Account Access Issues;Transaction Performance;UI & UX
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play,negative,-0.9970604777336121,Transaction Performance
the best app I used always,1,2024-12-31,Dashen,Google Play,positive,0.9996992349624634,Other
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play,positive,0.9997653365135193,Other
fast and secure app,5,2024-12-23,Dashen,Google Play,positive,0.9989577531814575,Other
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play,positive,0.9872545599937439,Other
Yeb,5,2024-12-12,Dashen,Google Play,positive,0.7893214821815491,Other
Good Ait service!,5,2024-12-09,Dashen,Google Play,positive,0.9997960925102234,Other
Sisay mustefa abani,5,2024-12-09,Dashen,Google Play,positive,0.8329893350601196,Other
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play,negative,-0.9997859597206116,Other
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play,positive,0.9997841715812683,Other
Thnk you,5,2024-12-02,Dashen,Google Play,positive,0.8047779202461243,Other
I like this app b/c it has many options and easily useable,5,2024-11-29,Dashen,Google Play,positive,0.9980233907699585,Other
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play,positive,0.9054861068725586,Transaction Performance;UI & UX
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play,negative,-0.9917783141136169,Other
Naysssss,5,2024-11-27,Dashen,Google Play,negative,-0.9773305654525757,Other
It's good,3,2024-11-21,Dashen,Google Play,positive,0.9998360872268677,Other
Big love,5,2024-11-20,Dashen,Google Play,positive,0.9998681545257568,Other
Please decrease app size,4,2024-11-09,Dashen,Google Play,negative,-0.9971163272857666,Other
It's great,5,2024-11-08,Dashen,Google Play,positive,0.9998691082000732,Other
Alem Zeleqe,3,2024-11-08,Dashen,Google Play,positive,0.7574894428253174,Other
Great Financial App,5,2024-10-28,Dashen,Google Play,positive,0.9998390674591064,Other
Deshan bank,5,2024-10-27,Dashen,Google Play,positive,0.9838610887527466,Other
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play,negative,-0.9972243309020996,Crashes & Stability
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play,positive,0.9998195767402649,Other
Best App for all users.,5,2024-10-02,Dashen,Google Play,positive,0.9997850060462952,Other
I ilke very much,5,2024-09-25,Dashen,Google Play,positive,0.9962044358253479,Other
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,Dashen,Google Play,negative,-0.9994392991065979,Crashes & Stability;Customer Support;Transaction Performance
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,Dashen,Google Play,negative,-0.999771773815155,Transaction Performance;UI & UX
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,Dashen,Google Play,negative,-0.9983750581741333,Other
It's not working,1,2024-09-08,Dashen,Google Play,negative,-0.9997857213020325,Other
nice App,5,2024-09-07,Dashen,Google Play,positive,0.9998061060905457,Other
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,Dashen,Google Play,negative,-0.9510265588760376,Other
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,Dashen,Google Play,negative,-0.9239576458930969,Other
🔥,4,2024-08-24,Dashen,Google Play,negative,-0.6970565915107727,Other
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,Dashen,Google Play,negative,-0.9995861649513245,UI & UX
Go,3,2024-08-21,Dashen,Google Play,positive,0.9994152784347534,Other
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,Dashen,Google Play,negative,-0.9955797791481018,Customer Support
Suaud,5,2024-08-05,Dashen,Google Play,positive,0.7671433091163635,Other
wenderfull,5,2024-08-03,Dashen,Google Play,positive,0.9393948316574097,Other
Nice app in Ethiopia,5,2024-08-01,Dashen,Google Play,positive,0.9995818734169006,Other
simply the best,5,2024-07-26,Dashen,Google Play,positive,0.9998356103897095,Other
Very nice mob app,3,2024-07-26,Dashen,Google Play,positive,0.9997592568397522,Other
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,Dashen,Google Play,negative,-0.999639630317688,UI & UX
Wow Very Nice App,5,2024-06-22,Dashen,Google Play,positive,0.9998499155044556,Other
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,Dashen,Google Play,negative,-0.996275782585144,Customer Support
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,Dashen,Google Play,positive,0.9970755577087402,Account Access Issues
Memekaye miliyoon girmaa,3,2024-06-14,Dashen,Google Play,negative,-0.9797621369361877,Other
This app is 🤩,5,2024-06-12,Dashen,Google Play,negative,-0.7835316061973572,Other
Be adjusted this app is not available anytime,5,2024-06-11,Dashen,Google Play,negative,-0.9995419979095459,Other
Super app,5,2024-06-10,Dashen,Google Play,positive,0.9932268261909485,Other
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,Dashen,Google Play,negative,-0.9998219609260559,Transaction Performance
Best app....,5,2024-06-06,Dashen,Google Play,positive,0.9997749924659729,Other
wow amole,4,2024-06-03,Dashen,Google Play,positive,0.9994269609451294,Other
We,1,2024-06-01,Dashen,Google Play,positive,0.998214602470398,Other
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,Dashen,Google Play,positive,0.8945752382278442,Account Access Issues
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,Dashen,Google Play,negative,-0.9905561804771423,Transaction Performance
"Good for safety,take long way though",5,2024-05-22,Dashen,Google Play,negative,-0.8347500562667847,Other
😘,5,2024-05-20,Dashen,Google Play,negative,-0.6970565915107727,Other
Bad app that not helping me the is not login,1,2024-05-18,Dashen,Google Play,negative,-0.9990566372871399,Account Access Issues;Customer Support
Best after removal of screelock password,5,2024-05-13,Dashen,Google Play,positive,0.9804172515869141,Account Access Issues
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,Dashen,Google Play,negative,-0.798187792301178,Other
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,Dashen,Google Play,positive,0.9997432827949524,Other
ማይ,1,2024-05-09,Dashen,Google Play,negative,-0.6970565915107727,Other
Doesn't work most of the time,1,2024-05-09,Dashen,Google Play,negative,-0.998852014541626,Other
that is awesome,5,2024-05-01,Dashen,Google Play,positive,0.9998675584793091,Other
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,Dashen,Google Play,negative,-0.9995031356811523,Other
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen,Google Play,negative,-0.9514183402061462,Other
it's fine,5,2024-04-20,Dashen,Google Play,positive,0.9998621940612793,Other
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,Dashen,Google Play,positive,0.9994275569915771,Other
Wow amazing platform 🙏,5,2024-04-17,Dashen,Google Play,positive,0.9998337030410767,Other
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,Dashen,Google Play,negative,-0.9989142417907715,Other
Why dont update,5,2024-04-06,Dashen,Google Play,negative,-0.9983964562416077,Other
This app is so good and its an interesting,3,2024-03-29,Dashen,Google Play,positive,0.9998619556427002,Other
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen,Google Play,positive,0.9997434020042419,Other
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,Dashen,Google Play,positive,0.9603883624076843,Other
Excellent and Easy to use.,5,2024-03-25,Dashen,Google Play,positive,0.9998741149902344,Other
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,Dashen,Google Play,negative,-0.9932883381843567,Other
It's good app,5,2024-03-22,Dashen,Google Play,positive,0.9998689889907837,Other
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,Dashen,Google Play,negative,-0.9988976716995239,Other
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,Dashen,Google Play,positive,0.9986721277236938,Other
Special for me,5,2024-03-21,Dashen,Google Play,positive,0.99954754114151,Other
Baset app,5,2024-03-20,Dashen,Google Play,positive,0.9855851531028748,Other
it is good App,4,2024-03-19,Dashen,Google Play,positive,0.9998652935028076,Other
Nuuroo usmaan gaamilcom,5,2024-03-18,Dashen,Google Play,negative,-0.9877433776855469,Other
Very good app,5,2024-03-17,Dashen,Google Play,positive,0.9998675584793091,Other
Student,5,2024-03-17,Dashen,Google Play,positive,0.9856825470924377,Other
