review,rating,date,bank,source
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,Dashen,Google Play
Ita fantastic,5,2023-12-23,Dashen,Google Play
It is best app,5,2023-12-19,Dashen,Google Play
Top,5,2023-12-18,Dashen,Google Play
Dashen Bank is App 🥰👌,5,2023-12-18,Dashen,Google Play
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen,Google Play
I am very comfortable with the efficiency,5,2023-12-15,Dashen,Google Play
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,Dashen,Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,Dashen,Google Play
Too slow!,1,2023-12-05,Dashen,Google Play
a best tecnology appl.,5,2023-11-26,Dashen,Google Play
This app no working 1 star,1,2023-11-23,Dashen,Google Play
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,Dashen,Google Play
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,Dashen,Google Play
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,Dashen,Google Play
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,Dashen,Google Play
"very fast ,secure and simply to use i like amole",5,2023-11-15,Dashen,Google Play
The best of the best app,5,2023-11-12,Dashen,Google Play
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen,Google Play
It is a reliable and safe application.,5,2023-11-11,Dashen,Google Play
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,Dashen,Google Play
It is compatible.,4,2023-11-11,Dashen,Google Play
It's very good app but always try to open requested update...,4,2023-11-11,Dashen,Google Play
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,Dashen,Google Play
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,Dashen,Google Play
Not working sometimes,3,2023-11-09,Dashen,Google Play
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,Dashen,Google Play
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen,Google Play
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,Dashen,Google Play
Best app I used it,1,2023-10-14,Dashen,Google Play
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,Dashen,Google Play
Excllent,5,2023-10-07,Dashen,Google Play
This is nice adds that I like it.,5,2023-09-30,Dashen,Google Play
It is simple and fast.,5,2023-09-29,Dashen,Google Play
Vary good,2,2023-09-27,Dashen,Google Play
Amazing banking app.,5,2023-09-26,Dashen,Google Play
Great app,5,2023-09-25,Dashen,Google Play
Best app ever,5,2023-09-10,Dashen,Google Play
Ashabul,5,2023-09-10,Dashen,Google Play
Best easy and secure app thank you,5,2023-09-08,Dashen,Google Play
Best app Ever!,5,2023-09-03,Dashen,Google Play
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,Dashen,Google Play
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,Dashen,Google Play
Good app for use simple and easy,5,2023-09-01,Dashen,Google Play
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen,Google Play
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen,Google Play
Loved,5,2023-08-30,Dashen,Google Play
Very good app and secured,5,2023-08-28,Dashen,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,Dashen,Google Play
Not too bad,3,2023-08-19,Dashen,Google Play
Teribble need a lot of work to improve,1,2023-08-19,Dashen,Google Play
ምርጥየ,5,2023-08-18,Dashen,Google Play
Baheru ጭስ,2,2023-08-16,Dashen,Google Play
Wawu,5,2023-08-12,Dashen,Google Play
Thank Dashen bank,5,2023-08-12,Dashen,Google Play
Simple and secured,5,2023-08-10,Dashen,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,Dashen,Google Play
It's just ewww the app overall,2,2023-08-10,Dashen,Google Play
Love it,5,2023-08-09,Dashen,Google Play
Good App.,5,2023-08-09,Dashen,Google Play
Simplify.,5,2023-08-01,Dashen,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,Dashen,Google Play
good👍,4,2023-07-28,Dashen,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,Dashen,Google Play
Tell 6836,1,2023-07-22,Dashen,Google Play
"The login should be auto filled,",3,2023-07-20,Dashen,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,Dashen,Google Play
Used balance check app,5,2023-07-14,Dashen,Google Play
Nice so perfect,5,2023-07-06,Dashen,Google Play
It is easy to use,5,2023-07-04,Dashen,Google Play
This appi is 👍Good,3,2023-06-09,Dashen,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,Dashen,Google Play
Thankz,3,2023-06-08,Dashen,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,Dashen,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07,Dashen,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,Dashen,Google Play
good upp,1,2023-06-06,Dashen,Google Play
Five star,5,2023-05-26,Dashen,Google Play
It's amazing app use it!,5,2023-05-21,Dashen,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,Dashen,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,Dashen,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,Dashen,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,Dashen,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,Dashen,Google Play
Best Application,5,2023-04-08,Dashen,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,Dashen,Google Play
Gaariidha!!!,5,2023-03-26,Dashen,Google Play
Good app it is useful for business activities .,5,2023-03-25,Dashen,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,Dashen,Google Play
Good and reliable service,5,2023-03-19,Dashen,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,Dashen,Google Play
Good application for people needs,5,2023-03-18,Dashen,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,Dashen,Google Play
comfortable,5,2023-03-18,Dashen,Google Play
Really what amazing application whcih easily friendly and convinant more finally I would like to say it alawyas updated and modified many times it lacks consistancy.,5,2023-03-13,Dashen,Google Play
This is good app,4,2023-03-08,Dashen,Google Play
Best mobile bank in Ethiopia i can access this service through different way. I love it,5,2023-02-27,Dashen,Google Play
You have made the app more user friendly and easier to access any informantion. Great work from the developers. 👏👏👏,5,2023-02-18,Dashen,Google Play
"It is easy to use, fast and secure. I love it keep up the good work!",5,2023-02-15,Dashen,Google Play
"Secure,Fast and Easy👍",5,2023-02-10,Dashen,Google Play
Dashin Bank,5,2023-02-05,Dashen,Google Play
It's good thanks you,5,2023-02-05,Dashen,Google Play
"Its very easy and usefull app,keep it up your good service.",5,2023-02-02,Dashen,Google Play
It's very good,5,2023-01-25,Dashen,Google Play
Malif kani yeroo yerodhani update gafat kuni imo rakisadha,2,2023-01-19,Dashen,Google Play
ይመቻል,5,2023-01-10,Dashen,Google Play
"This version is better from the previous one, it's speed is admirable!",4,2023-01-01,Dashen,Google Play
Good app.,5,2022-12-30,Dashen,Google Play
Thanks for this application,5,2022-12-29,Dashen,Google Play
Abin kun hedduu midhagadhaa 👍😍,5,2022-12-28,Dashen,Google Play
It is very good,5,2022-12-28,Dashen,Google Play
Doesn't open.,1,2022-12-24,Dashen,Google Play
Why is not working,3,2022-12-18,Dashen,Google Play
It's nice app tanks befor.,5,2022-12-18,Dashen,Google Play
"It's a good app. I like the summery it gives after every transaction. The problem is its asking me to update, when I try to update, it won't.",4,2022-12-15,Dashen,Google Play
It is helpful for my transactions.,5,2022-12-13,Dashen,Google Play
Fantastic app,5,2022-12-13,Dashen,Google Play
"It is nice app, secure. The problem is, it can not remember accounts I have previously transferred to. I have to manually enter account number every time I want to make transfers. The CBE app remembers previously used accounts. Learn from them.",4,2022-12-09,Dashen,Google Play
It's a great app,5,2022-12-08,Dashen,Google Play
Bad app,5,2022-12-07,Dashen,Google Play
Leading bank good job,4,2022-12-07,Dashen,Google Play
"The app is good but It could not syncronize the wallet and the telephone number which is attached to my account. It alerts like ''The Mobile Number is Already registered, Search with customer ID xxxxxxxxxxx''. Try to correct it pls.",3,2022-12-06,Dashen,Google Play
v. good app,5,2022-11-27,Dashen,Google Play
App,5,2022-11-25,Dashen,Google Play
"Best Mobile Money in Ethiopia ,one thing missing ,Content sales like concert tickets ,have to embedded in the app ,users should not got to other channels for tickets sales",5,2022-11-25,Dashen,Google Play
Amole lite app is the best upgraded version of dashen bank..... I'm happy by this version and I recommend other to used this app... Thank u,5,2022-11-25,Dashen,Google Play
My best app,2,2022-11-23,Dashen,Google Play
Better keep it up,5,2022-11-19,Dashen,Google Play
I always love using dashen bank. Its true and simple,5,2022-11-18,Dashen,Google Play
Interesting and nice mobile banking platform compare with other private banks,4,2022-11-16,Dashen,Google Play
"very simple , fast and friendly interface. with the option to use while we r offline (the thing i liked most about it). very good improvement.",5,2022-11-13,Dashen,Google Play
DASHEN BANK ALWAYS ONE STEP AHEAD!!!,5,2022-11-08,Dashen,Google Play
The structure of the application is okay but it's not work as they expected,1,2022-11-03,Dashen,Google Play
Arif app new bebekule enen xeqmognal,4,2022-11-03,Dashen,Google Play
Simple app,5,2022-10-31,Dashen,Google Play
"It,s ok",5,2022-10-30,Dashen,Google Play
ሐኘአገከገከጨጰገከ,3,2022-10-27,Dashen,Google Play
"Best, app is more accessible by wi_fi rather than mob data, since is better improve on it!!!!",5,2022-10-18,Dashen,Google Play
Good app but it needs some improvement on speed and amount transfer limit,5,2022-10-15,Dashen,Google Play
Always one step a head,5,2022-10-11,Dashen,Google Play
"The update description says ""Now you can send funds to your Telebirr Wallet from your bank account"". But it's not available yet please fix it. It is fixed now Thanks 👍",5,2022-09-15,Dashen,Google Play
"Much better than the Amole app, but still needs some improvements. On the transfer screen, the type of transfers' names are missing. Also some of fonts look faded.",4,2022-09-14,Dashen,Google Play
ወድጄዋለው,4,2022-09-11,Dashen,Google Play
Best app ❤,5,2022-09-08,Dashen,Google Play
Excellent! The improvements are also appreciated. But the fact that the app doesn't have language option is one point that has to be improved.,1,2022-09-08,Dashen,Google Play
What I like about Amole is it send otp for every transaction and make your transaction more secure. But it will be more secure if you make otp only via SMS.,5,2022-09-07,Dashen,Google Play
The greatest app,5,2022-09-07,Dashen,Google Play
very easy to use and added features! keep it up!!! always one step ahead!,5,2022-09-07,Dashen,Google Play
Keep your great work. Absolutely wonderful and Secured App. May be the best mobile banking software in the country. If there is 10 stars i will give.,5,2022-08-25,Dashen,Google Play
The best mobile banking app ever in banking industry.I can't complain anymore what a good work colleague's. VAMOS,5,2022-08-15,Dashen,Google Play
very nice !! And please add telebirr access same!?,5,2022-08-15,Dashen,Google Play
"I like the fact that it sends you a SMS message every time your log in to the application. So if a malicious user access my account, I know straight away. This feature is unique. Excellent job Dashen!",4,2022-08-11,Dashen,Google Play
It is the best app,5,2022-08-11,Dashen,Google Play
Always one step ahead,5,2022-08-02,Dashen,Google Play
Its not god,5,2022-07-30,Dashen,Google Play
Its user friendly 🤙🤙 after using this lite app its fast and easy😊. ‼️remove the first amole app‼️,5,2022-07-18,Dashen,Google Play
Nice and attractive application developed. Wonderful,5,2022-07-18,Dashen,Google Play
Amole lite is very simple for any kind of payments. Thank you Dashen Bank!!,5,2022-07-18,Dashen,Google Play
በጣም አሪፍ!!! ከቀድሞው የተሻለ ቀለል ያለ app ነው። ተመችቶኛል❤,4,2022-07-18,Dashen,Google Play
I have been waiting for this a long time. Amazing app...Thanks Dashen Bank...Always one step ahead.,5,2022-07-16,Dashen,Google Play
This app is simple to use and has  receipts for all transactions. Really enjoying it,5,2022-07-16,Dashen,Google Play
Very easy to use and improved performance. 👌 The functionalities are also well put. Highly recommended. Thank you Dashen!!,5,2022-07-16,Dashen,Google Play
It is very easy and fast,5,2022-07-16,Dashen,Google Play
